Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Absenteeism time in hours
23,8,2,1,289.0,36.0,13.0,33.0,265.615,94.0,0,1,2,1,0,1,90.0,172.0,1.0
18,8,3,1,228.0,14.000000000000002,16.0,58.0,265.615,94.0,0,1,2,0,0,1,65.0,172.0,8.0
13,8,5,1,300.0,26.0,13.0,43.0,265.615,94.0,0,1,2,1,1,1,77.0,175.0,1.0
14,8,5,1,300.0,26.0,13.0,43.0,265.615,94.0,0,1,2,1,1,1,77.0,175.0,2.0
28,8,6,1,260.0,50.0,11.0,36.0,265.615,94.0,0,1,4,1,0,0,65.0,168.0,4.0
23,8,3,1,289.0,36.0,13.0,33.0,265.615,94.0,0,1,2,1,0,1,90.0,172.0,4.0
23,8,4,1,248.0,25.0,14.0,47.0,265.615,94.0,0,1,2,0,0,1,86.0,165.0,1.0
11,8,5,1,268.0,11.0,8.0,33.0,265.615,94.0,0,2,0,0,0,0,79.0,178.0,8.0
23,8,5,1,179.0,26.0,9.0,30.0,265.615,94.0,0,3,0,0,0,0,56.0,171.0,1.0
13,8,5,1,118.0,13.0,18.0,50.0,265.615,94.0,0,1,1,1,0,0,98.0,178.0,3.0
25,8,2,1,248.0,25.0,14.0,47.0,265.615,94.0,0,1,2,0,0,1,86.0,165.0,2.0
23,8,3,1,235.0,11.0,14.0,37.0,265.615,94.0,0,3,1,0,0,1,88.0,172.0,1.0
23,8,5,1,118.0,13.0,18.0,50.0,265.615,94.0,0,1,1,1,0,0,98.0,178.0,1.0
19,8,5,1,235.0,11.0,14.0,37.0,265.615,94.0,0,3,1,0,0,1,88.0,172.0,8.0
8,8,3,1,361.0,52.0,3.0,28.0,265.615,94.0,0,1,1,1,0,4,80.0,172.0,8.0
6,8,4,1,184.0,42.0,7.0,27.0,265.615,94.0,0,1,0,0,0,0,58.0,167.0,8.0
11,9,2,1,179.0,51.0,18.0,38.0,294.217,81.0,0,1,0,1,0,0,89.0,170.0,8.0
23,9,6,1,179.0,51.0,18.0,38.0,294.217,81.0,0,1,0,1,0,0,89.0,170.0,3.0
19,9,4,1,289.0,36.0,13.0,33.0,294.217,81.0,0,1,2,1,0,1,90.0,172.0,24.0
0,9,5,1,235.0,20.0,13.0,43.0,294.217,81.0,1,1,1,1,0,0,106.0,167.0,0.0
9,9,2,1,246.0,25.0,16.0,41.0,294.217,81.0,0,1,0,1,0,0,67.0,170.0,16.0
28,9,3,1,291.0,31.0,12.0,40.0,294.217,81.0,0,1,1,1,0,1,73.0,171.0,3.0
0,9,3,1,231.0,35.0,14.0,39.0,294.217,81.0,1,1,2,1,0,2,100.0,170.0,0.0
0,9,3,1,291.0,50.0,12.0,32.0,294.217,81.0,1,1,0,1,0,0,65.0,169.0,0.0
13,9,4,1,179.0,51.0,18.0,38.0,294.217,81.0,0,1,0,1,0,0,89.0,170.0,8.0
9,9,4,1,246.0,25.0,16.0,41.0,294.217,81.0,0,1,0,1,0,0,67.0,170.0,32.0
23,9,5,1,179.0,51.0,18.0,38.0,294.217,81.0,0,1,0,1,0,0,89.0,170.0,1.0
28,9,6,1,291.0,31.0,12.0,40.0,294.217,81.0,0,1,1,1,0,1,73.0,171.0,4.0
28,9,6,1,260.0,50.0,11.0,36.0,294.217,81.0,0,1,4,1,0,0,65.0,168.0,4.0
26,9,4,4,235.0,20.0,13.0,43.0,294.217,81.0,0,1,1,1,0,0,106.0,167.0,8.0
28,9,5,4,118.0,13.0,18.0,50.0,294.217,81.0,0,1,1,1,0,0,98.0,178.0,1.0
0,9,5,4,235.0,20.0,13.0,43.0,294.217,81.0,1,1,1,1,0,0,106.0,167.0,0.0
28,9,6,4,291.0,31.0,12.0,40.0,294.217,81.0,0,1,1,1,0,1,73.0,171.0,3.0
7,9,2,4,291.0,31.0,12.0,40.0,294.217,81.0,0,1,1,1,0,1,73.0,171.0,40.0
13,9,2,4,179.0,51.0,18.0,38.0,294.217,81.0,0,1,0,1,0,0,89.0,170.0,8.0
24,10,2,4,289.0,36.0,13.0,33.0,265.017,88.0,0,1,2,1,0,1,90.0,172.0,8.0
26,10,2,4,235.0,11.0,14.0,37.0,265.017,88.0,0,3,1,0,0,1,88.0,172.0,4.0
26,10,2,4,289.0,36.0,13.0,33.0,265.017,88.0,0,1,2,1,0,1,90.0,172.0,8.0
22,10,6,4,289.0,36.0,13.0,33.0,265.017,88.0,0,1,2,1,0,1,90.0,172.0,8.0
0,10,6,4,118.0,13.0,18.0,50.0,265.017,88.0,1,1,1,1,0,0,98.0,178.0,0.0
0,10,6,4,248.0,25.0,14.0,47.0,265.017,88.0,1,1,2,0,0,1,86.0,165.0,0.0
1,10,2,4,179.0,26.0,9.0,30.0,265.017,88.0,0,3,0,0,0,0,56.0,171.0,8.0
7,10,2,4,118.0,10.0,10.0,37.0,265.017,88.0,0,1,0,0,0,0,83.0,172.0,3.0
22,10,2,4,369.0,17.0,12.0,31.0,265.017,88.0,0,1,3,1,0,0,70.0,169.0,8.0
28,10,4,4,179.0,51.0,18.0,38.0,265.017,88.0,0,1,0,1,0,0,89.0,170.0,1.0
1,10,4,4,179.0,26.0,9.0,30.0,265.017,88.0,0,3,0,0,0,0,56.0,171.0,63.99999999999999
0,10,4,4,235.0,20.0,13.0,43.0,265.017,88.0,1,1,1,1,0,0,106.0,167.0,0.0
19,10,5,4,289.0,36.0,13.0,33.0,265.017,88.0,0,1,2,1,0,1,90.0,172.0,16.0
28,10,6,4,260.0,50.0,11.0,36.0,265.017,88.0,0,1,4,1,0,0,65.0,168.0,3.0
0,10,6,4,235.0,20.0,13.0,43.0,265.017,88.0,1,1,1,1,0,0,106.0,167.0,0.0
23,10,2,4,235.0,20.0,13.0,43.0,265.017,88.0,0,1,1,1,0,0,106.0,167.0,2.0
28,10,3,4,118.0,13.0,18.0,50.0,265.017,88.0,0,1,1,1,0,0,98.0,178.0,1.0
28,10,3,4,291.0,31.0,12.0,40.0,265.017,88.0,0,1,1,1,0,1,73.0,171.0,4.0
23,10,5,4,179.0,26.0,9.0,30.0,265.017,88.0,0,3,0,0,0,0,56.0,171.0,16.0
28,10,5,4,118.0,13.0,18.0,50.0,265.017,88.0,0,1,1,1,0,0,98.0,178.0,1.0
10,10,2,4,361.0,52.0,3.0,28.0,265.017,88.0,0,1,1,1,0,4,80.0,172.0,8.0
0,10,3,4,260.0,50.0,11.0,36.0,265.017,88.0,1,1,4,1,0,0,65.0,168.0,0.0
0,10,3,4,291.0,31.0,12.0,40.0,265.017,88.0,1,1,1,1,0,1,73.0,171.0,0.0
0,10,3,4,157.0,27.0,6.0,29.0,265.017,88.0,1,1,0,1,1,0,75.0,185.0,0.0
1,10,4,4,179.0,26.0,9.0,30.0,265.017,88.0,0,3,0,0,0,0,56.0,171.0,5.0
7,10,4,4,179.0,26.0,9.0,30.0,265.017,88.0,0,3,0,0,0,0,56.0,171.0,5.0
23,10,5,4,118.0,13.0,18.0,50.0,265.017,88.0,0,1,1,1,0,0,98.0,178.0,1.0
11,11,2,4,118.0,10.0,10.0,37.0,284.031,97.0,0,1,0,0,0,0,83.0,172.0,8.0
23,11,2,4,248.0,25.0,14.0,47.0,284.031,97.0,0,1,2,0,0,1,86.0,165.0,2.0
6,11,3,4,179.0,51.0,18.0,38.0,284.031,97.0,0,1,0,1,0,0,89.0,170.0,8.0
28,11,6,4,260.0,50.0,11.0,36.0,284.031,97.0,0,1,4,1,0,0,65.0,168.0,3.0
23,11,2,4,291.0,31.0,12.0,40.0,284.031,97.0,0,1,1,1,0,1,73.0,171.0,1.0
1,11,2,4,378.0,49.0,11.0,36.0,284.031,97.0,0,1,2,0,1,4,65.0,174.0,8.0
26,11,2,4,235.0,20.0,13.0,43.0,284.031,97.0,0,1,1,1,0,0,106.0,167.0,8.0
0,11,3,4,330.0,16.0,4.0,28.0,284.031,97.0,1,2,0,0,0,0,84.0,182.0,0.0
18,11,4,4,235.0,11.0,14.0,37.0,284.031,97.0,0,3,1,0,0,1,88.0,172.0,1.0
11,11,4,4,118.0,10.0,10.0,37.0,284.031,97.0,0,1,0,0,0,0,83.0,172.0,3.0
25,11,5,4,235.0,11.0,14.0,37.0,284.031,97.0,0,3,1,0,0,1,88.0,172.0,2.0
28,11,5,4,179.0,51.0,18.0,38.0,284.031,97.0,0,1,0,1,0,0,89.0,170.0,3.0
13,11,6,4,246.0,25.0,16.0,41.0,284.031,97.0,0,1,0,1,0,0,67.0,170.0,8.0
12,11,6,4,291.0,31.0,12.0,40.0,284.031,97.0,0,1,1,1,0,1,73.0,171.0,4.0
13,11,2,4,246.0,25.0,16.0,41.0,284.031,97.0,0,1,0,1,0,0,67.0,170.0,8.0
28,11,3,4,179.0,51.0,18.0,38.0,284.031,97.0,0,1,0,1,0,0,89.0,170.0,1.0
10,11,4,4,260.0,50.0,11.0,36.0,284.031,97.0,0,1,4,1,0,0,65.0,168.0,8.0
15,11,6,4,260.0,50.0,11.0,36.0,284.031,97.0,0,1,4,1,0,0,65.0,168.0,8.0
0,11,6,4,378.0,49.0,11.0,36.0,284.031,97.0,1,1,2,0,1,4,65.0,174.0,0.0
0,11,3,4,279.0,5.0,14.0,39.0,284.031,97.0,1,1,2,1,1,0,68.0,168.0,0.0
23,11,5,4,179.0,51.0,18.0,38.0,284.031,97.0,0,1,0,1,0,0,89.0,170.0,1.0
12,12,2,4,225.0,26.0,9.0,28.0,236.629,93.0,0,1,1,0,0,2,69.0,169.0,3.0
28,12,2,4,179.0,51.0,18.0,38.0,236.629,93.0,0,1,0,1,0,0,89.0,170.0,2.0
28,12,2,4,179.0,51.0,18.0,38.0,236.629,93.0,0,1,0,1,0,0,89.0,170.0,1.0
23,12,2,4,235.0,11.0,14.0,37.0,236.629,93.0,0,3,1,0,0,1,88.0,172.0,3.0
28,12,3,4,118.0,13.0,18.0,50.0,236.629,93.0,0,1,1,1,0,0,98.0,178.0,1.0
28,12,6,4,260.0,50.0,11.0,36.0,236.629,93.0,0,1,4,1,0,0,65.0,168.0,4.0
4,12,5,4,246.0,25.0,16.0,41.0,236.629,93.0,0,1,0,1,0,0,67.0,170.0,8.0
28,12,5,4,179.0,51.0,18.0,38.0,236.629,93.0,0,1,0,1,0,0,89.0,170.0,1.0
28,12,6,4,179.0,51.0,18.0,38.0,236.629,93.0,0,1,0,1,0,0,89.0,170.0,1.0
23,12,3,4,179.0,26.0,9.0,30.0,236.629,93.0,0,3,0,0,0,0,56.0,171.0,1.0
25,12,3,4,118.0,10.0,10.0,37.0,236.629,93.0,0,1,0,0,0,0,83.0,172.0,8.0
25,12,5,4,235.0,11.0,14.0,37.0,236.629,93.0,0,3,1,0,0,1,88.0,172.0,2.0
13,12,3,2,235.0,20.0,13.0,43.0,236.629,93.0,0,1,1,1,0,0,106.0,167.0,8.0
14,12,3,2,235.0,11.0,14.0,37.0,236.629,93.0,0,3,1,0,0,1,88.0,172.0,4.0
26,12,4,2,260.0,50.0,11.0,36.0,236.629,93.0,0,1,4,1,0,0,65.0,168.0,8.0
28,12,2,2,157.0,27.0,6.0,29.0,236.629,93.0,0,1,0,1,1,0,75.0,185.0,2.0
28,12,2,2,179.0,51.0,18.0,38.0,236.629,93.0,0,1,0,1,0,0,89.0,170.0,3.0
19,12,2,2,289.0,36.0,13.0,33.0,236.629,93.0,0,1,2,1,0,1,90.0,172.0,8.0
23,1,4,2,225.0,26.0,9.0,28.0,330.061,100.0,0,1,1,0,0,2,69.0,169.0,5.0
19,1,2,2,118.0,10.0,10.0,37.0,330.061,100.0,0,1,0,0,0,0,83.0,172.0,32.0
23,1,2,2,155.0,12.0,14.0,34.0,330.061,100.0,0,1,2,1,0,0,95.0,196.0,2.0
13,1,3,2,235.0,11.0,14.0,37.0,330.061,100.0,0,3,1,0,0,1,88.0,172.0,1.0
23,1,3,2,155.0,12.0,14.0,34.0,330.061,100.0,0,1,2,1,0,0,95.0,196.0,4.0
26,1,2,2,289.0,36.0,13.0,33.0,330.061,100.0,0,1,2,1,0,1,90.0,172.0,8.0
3,1,4,2,291.0,31.0,12.0,40.0,330.061,100.0,0,1,1,1,0,1,73.0,171.0,8.0
26,1,2,2,235.0,20.0,13.0,43.0,330.061,100.0,0,1,1,1,0,0,106.0,167.0,8.0
26,1,2,2,118.0,13.0,18.0,50.0,330.061,100.0,0,1,1,1,0,0,98.0,178.0,4.0
28,1,4,2,179.0,51.0,18.0,38.0,330.061,100.0,0,1,0,1,0,0,89.0,170.0,1.0
28,1,6,2,179.0,51.0,18.0,38.0,330.061,100.0,0,1,0,1,0,0,89.0,170.0,1.0
28,2,3,2,118.0,10.0,10.0,37.0,251.818,96.0,0,1,0,0,0,0,83.0,172.0,2.0
27,2,4,2,179.0,51.0,18.0,38.0,251.818,96.0,0,1,0,1,0,0,89.0,170.0,3.0
7,2,4,2,225.0,26.0,9.0,28.0,251.818,96.0,0,1,1,0,0,2,69.0,169.0,1.0
22,2,6,2,289.0,36.0,13.0,33.0,251.818,96.0,0,1,2,1,0,1,90.0,172.0,3.0
28,2,6,2,260.0,50.0,11.0,36.0,251.818,96.0,0,1,4,1,0,0,65.0,168.0,3.0
23,2,6,2,179.0,51.0,18.0,38.0,251.818,96.0,0,1,0,1,0,0,89.0,170.0,3.0
27,2,2,2,179.0,51.0,18.0,38.0,251.818,96.0,0,1,0,1,0,0,89.0,170.0,2.0
10,2,5,2,179.0,51.0,18.0,38.0,251.818,96.0,0,1,0,1,0,0,89.0,170.0,8.0
26,2,5,2,246.0,25.0,16.0,41.0,251.818,96.0,0,1,0,1,0,0,67.0,170.0,8.0
27,2,6,2,179.0,51.0,18.0,38.0,251.818,96.0,0,1,0,1,0,0,89.0,170.0,3.0
22,2,2,2,189.0,29.0,13.0,33.0,251.818,96.0,0,1,2,0,0,2,69.0,167.0,8.0
27,2,2,2,179.0,51.0,18.0,38.0,251.818,96.0,0,1,0,1,0,0,89.0,170.0,3.0
23,2,3,2,246.0,25.0,16.0,41.0,251.818,96.0,0,1,0,1,0,0,67.0,170.0,2.0
23,2,3,2,291.0,31.0,12.0,40.0,251.818,96.0,0,1,1,1,0,1,73.0,171.0,2.0
11,2,4,2,157.0,27.0,6.0,29.0,251.818,96.0,0,1,0,1,1,0,75.0,185.0,16.0
10,2,6,2,246.0,25.0,16.0,41.0,251.818,96.0,0,1,0,1,0,0,67.0,170.0,24.0
18,3,3,2,118.0,10.0,10.0,37.0,244.387,98.0,0,1,0,0,0,0,83.0,172.0,8.0
19,3,4,2,246.0,25.0,16.0,41.0,244.387,98.0,0,1,0,1,0,0,67.0,170.0,16.0
28,3,6,2,246.0,25.0,16.0,41.0,244.387,98.0,0,1,0,1,0,0,67.0,170.0,2.0
28,3,6,2,260.0,50.0,11.0,36.0,244.387,98.0,0,1,4,1,0,0,65.0,168.0,4.0
28,3,2,2,179.0,51.0,18.0,38.0,244.387,98.0,0,1,0,1,0,0,89.0,170.0,2.0
22,3,2,2,235.0,11.0,14.0,37.0,244.387,98.0,0,3,1,0,0,1,88.0,172.0,8.0
22,3,3,2,179.0,22.0,17.0,40.0,244.387,98.0,0,2,2,0,1,0,63.0,170.0,8.0
22,3,3,2,378.0,49.0,11.0,36.0,244.387,98.0,0,1,2,0,1,4,65.0,174.0,8.0
28,3,2,2,179.0,51.0,18.0,38.0,244.387,98.0,0,1,0,1,0,0,89.0,170.0,16.0
22,3,4,2,361.0,52.0,3.0,28.0,244.387,98.0,0,1,1,1,0,4,80.0,172.0,8.0
0,3,4,2,369.0,17.0,12.0,31.0,244.387,98.0,1,1,3,1,0,0,70.0,169.0,0.0
21,3,5,2,235.0,11.0,14.0,37.0,244.387,98.0,0,3,1,0,0,1,88.0,172.0,8.0
23,3,6,3,118.0,13.0,18.0,50.0,244.387,98.0,0,1,1,1,0,0,98.0,178.0,2.0
14,3,3,3,118.0,13.0,18.0,50.0,244.387,98.0,0,1,1,1,0,0,98.0,178.0,3.0
13,3,4,3,118.0,13.0,18.0,50.0,244.387,98.0,0,1,1,1,0,0,98.0,178.0,8.0
0,3,5,3,235.0,11.0,14.0,37.0,244.387,98.0,1,3,1,0,0,1,88.0,172.0,0.0
0,3,5,3,246.0,25.0,16.0,41.0,244.387,98.0,1,1,0,1,0,0,67.0,170.0,0.0
0,3,5,3,118.0,13.0,18.0,50.0,244.387,98.0,1,1,1,1,0,0,98.0,178.0,0.0
28,3,6,3,179.0,51.0,18.0,38.0,244.387,98.0,0,1,0,1,0,0,89.0,170.0,8.0
22,3,6,3,289.0,36.0,13.0,33.0,244.387,98.0,0,1,2,1,0,1,90.0,172.0,8.0
19,3,2,3,260.0,50.0,11.0,36.0,244.387,98.0,0,1,4,1,0,0,65.0,168.0,8.0
28,3,3,3,246.0,25.0,16.0,41.0,244.387,98.0,0,1,0,1,0,0,67.0,170.0,2.0
28,4,4,3,179.0,51.0,18.0,38.0,239.409,98.0,0,1,0,1,0,0,89.0,170.0,4.0
28,4,6,3,260.0,50.0,11.0,36.0,239.409,98.0,0,1,4,1,0,0,65.0,168.0,3.0
26,4,6,3,330.0,16.0,4.0,28.0,239.409,98.0,0,2,0,0,0,0,84.0,182.0,4.0
22,4,2,3,369.0,17.0,12.0,31.0,239.409,98.0,0,1,3,1,0,0,70.0,169.0,4.0
26,4,2,3,248.0,25.0,14.0,47.0,239.409,98.0,0,1,2,0,0,1,86.0,165.0,4.0
23,4,4,3,330.0,16.0,4.0,28.0,239.409,98.0,0,2,0,0,0,0,84.0,182.0,8.0
28,4,4,3,179.0,51.0,18.0,38.0,239.409,98.0,0,1,0,1,0,0,89.0,170.0,8.0
23,4,2,3,118.0,13.0,18.0,50.0,239.409,98.0,0,1,1,1,0,0,98.0,178.0,1.0
28,4,6,3,300.0,26.0,13.0,43.0,239.409,98.0,0,1,2,1,1,1,77.0,175.0,8.0
28,4,6,3,260.0,50.0,11.0,36.0,239.409,98.0,0,1,4,1,0,0,65.0,168.0,4.0
28,4,2,3,179.0,51.0,18.0,38.0,239.409,98.0,0,1,0,1,0,0,89.0,170.0,4.0
11,4,4,3,118.0,10.0,10.0,37.0,239.409,98.0,0,1,0,0,0,0,83.0,172.0,2.0
13,5,2,3,235.0,20.0,13.0,43.0,246.074,99.0,0,1,1,1,0,0,106.0,167.0,16.0
23,5,4,3,248.0,25.0,14.0,47.0,246.074,99.0,0,1,2,0,0,1,86.0,165.0,2.0
10,5,2,3,369.0,17.0,12.0,31.0,246.074,99.0,0,1,3,1,0,0,70.0,169.0,8.0
23,5,4,3,179.0,26.0,9.0,30.0,246.074,99.0,0,3,0,0,0,0,56.0,171.0,3.0
28,5,4,3,179.0,51.0,18.0,38.0,246.074,99.0,0,1,0,1,0,0,89.0,170.0,4.0
23,5,5,3,361.0,52.0,3.0,28.0,246.074,99.0,0,1,1,1,0,4,80.0,172.0,1.0
28,5,6,3,260.0,50.0,11.0,36.0,246.074,99.0,0,1,4,1,0,0,65.0,168.0,3.0
11,5,2,3,179.0,22.0,17.0,40.0,246.074,99.0,0,2,2,0,1,0,63.0,170.0,2.0
8,5,2,3,179.0,22.0,17.0,40.0,246.074,99.0,0,2,2,0,1,0,63.0,170.0,3.0
18,5,4,3,228.0,14.000000000000002,16.0,58.0,246.074,99.0,0,1,2,0,0,1,65.0,172.0,8.0
25,5,4,3,225.0,26.0,9.0,28.0,246.074,99.0,0,1,1,0,0,2,69.0,169.0,3.0
13,5,6,3,330.0,16.0,4.0,28.0,246.074,99.0,0,2,0,0,0,0,84.0,182.0,8.0
25,5,2,3,179.0,26.0,9.0,30.0,246.074,99.0,0,3,0,0,0,0,56.0,171.0,2.0
28,5,2,3,118.0,10.0,10.0,37.0,246.074,99.0,0,1,0,0,0,0,83.0,172.0,1.0
1,5,2,3,235.0,11.0,14.0,37.0,246.074,99.0,0,3,1,0,0,1,88.0,172.0,8.0
23,6,2,3,118.0,10.0,10.0,37.0,253.957,95.0,0,1,0,0,0,0,83.0,172.0,3.0
28,6,2,3,179.0,51.0,18.0,38.0,253.957,95.0,0,1,0,1,0,0,89.0,170.0,3.0
28,6,3,3,118.0,10.0,10.0,37.0,253.957,95.0,0,1,0,0,0,0,83.0,172.0,2.0
23,6,5,3,225.0,26.0,9.0,28.0,253.957,95.0,0,1,1,0,0,2,69.0,169.0,4.0
28,6,6,3,260.0,50.0,11.0,36.0,253.957,95.0,0,1,4,1,0,0,65.0,168.0,4.0
0,6,6,3,179.0,51.0,18.0,38.0,253.957,95.0,1,1,0,1,0,0,89.0,170.0,0.0
13,6,2,3,291.0,31.0,12.0,40.0,253.957,95.0,0,1,1,1,0,1,73.0,171.0,40.0
28,6,2,3,179.0,51.0,18.0,38.0,253.957,95.0,0,1,0,1,0,0,89.0,170.0,24.0
28,6,3,3,246.0,25.0,16.0,41.0,253.957,95.0,0,1,0,1,0,0,67.0,170.0,3.0
28,6,2,3,179.0,51.0,18.0,38.0,253.957,95.0,0,1,0,1,0,0,89.0,170.0,4.0
26,6,3,3,235.0,20.0,13.0,43.0,253.957,95.0,0,1,1,1,0,0,106.0,167.0,8.0
28,6,2,1,179.0,51.0,18.0,38.0,253.957,95.0,0,1,0,1,0,0,89.0,170.0,2.0
23,6,4,1,225.0,26.0,9.0,28.0,253.957,95.0,0,1,1,0,0,2,69.0,169.0,2.0
23,6,4,1,118.0,13.0,18.0,50.0,253.957,95.0,0,1,1,1,0,0,98.0,178.0,2.0
5,6,4,1,179.0,51.0,18.0,38.0,253.957,95.0,0,1,0,1,0,0,89.0,170.0,8.0
21,6,4,1,179.0,26.0,9.0,30.0,253.957,95.0,0,3,0,0,0,0,56.0,171.0,2.0
28,6,6,1,246.0,25.0,16.0,41.0,253.957,95.0,0,1,0,1,0,0,67.0,170.0,2.0
11,6,3,1,330.0,16.0,4.0,28.0,253.957,95.0,0,2,0,0,0,0,84.0,182.0,1.0
13,6,3,1,235.0,11.0,14.0,37.0,253.957,95.0,0,3,1,0,0,1,88.0,172.0,8.0
23,7,5,1,179.0,26.0,9.0,30.0,230.29,92.0,0,3,0,0,0,0,56.0,171.0,2.0
25,7,5,1,225.0,26.0,9.0,28.0,230.29,92.0,0,1,1,0,0,2,69.0,169.0,4.0
13,7,6,1,260.0,50.0,11.0,36.0,230.29,92.0,0,1,4,1,0,0,65.0,168.0,8.0
7,7,2,1,268.0,11.0,8.0,33.0,230.29,92.0,0,2,0,0,0,0,79.0,178.0,8.0
25,7,6,1,330.0,16.0,4.0,28.0,230.29,92.0,0,2,0,0,0,0,84.0,182.0,8.0
26,7,6,1,118.0,10.0,10.0,37.0,230.29,92.0,0,1,0,0,0,0,83.0,172.0,8.0
26,7,2,1,260.0,50.0,11.0,36.0,230.29,92.0,0,1,4,1,0,0,65.0,168.0,4.0
28,7,3,1,118.0,10.0,10.0,37.0,230.29,92.0,0,1,0,0,0,0,83.0,172.0,8.0
15,7,2,1,300.0,26.0,13.0,43.0,230.29,92.0,0,1,2,1,1,1,77.0,175.0,8.0
23,7,2,1,235.0,29.0,12.0,48.0,230.29,92.0,0,1,1,0,1,5,88.0,163.0,1.0
28,7,3,1,246.0,25.0,16.0,41.0,230.29,92.0,0,1,0,1,0,0,67.0,170.0,2.0
28,7,3,1,179.0,51.0,18.0,38.0,230.29,92.0,0,1,0,1,0,0,89.0,170.0,1.0
23,7,6,1,118.0,13.0,18.0,50.0,230.29,92.0,0,1,1,1,0,0,98.0,178.0,1.0
22,7,6,1,361.0,52.0,3.0,28.0,230.29,92.0,0,1,1,1,0,4,80.0,172.0,8.0
22,7,2,1,289.0,36.0,13.0,33.0,230.29,92.0,0,1,2,1,0,1,90.0,172.0,8.0
26,7,2,1,235.0,20.0,13.0,43.0,230.29,92.0,0,1,1,1,0,0,106.0,167.0,8.0
28,7,5,1,291.0,31.0,12.0,40.0,230.29,92.0,0,1,1,1,0,1,73.0,171.0,1.0
23,7,5,1,279.0,5.0,14.0,39.0,230.29,92.0,0,1,2,1,1,0,68.0,168.0,2.0
25,8,5,1,179.0,51.0,18.0,38.0,249.797,93.0,0,1,0,1,0,0,89.0,170.0,4.0
25,8,2,1,179.0,22.0,17.0,40.0,249.797,93.0,0,2,2,0,1,0,63.0,170.0,1.0
28,8,3,1,246.0,25.0,16.0,41.0,249.797,93.0,0,1,0,1,0,0,67.0,170.0,4.0
28,8,3,1,118.0,10.0,10.0,37.0,249.797,93.0,0,1,0,0,0,0,83.0,172.0,4.0
26,8,3,1,289.0,36.0,13.0,33.0,249.797,93.0,0,1,2,1,0,1,90.0,172.0,8.0
26,8,3,1,235.0,20.0,13.0,43.0,249.797,93.0,0,1,1,1,0,0,106.0,167.0,8.0
28,8,5,1,291.0,31.0,12.0,40.0,249.797,93.0,0,1,1,1,0,1,73.0,171.0,4.0
25,8,2,1,179.0,51.0,18.0,38.0,249.797,93.0,0,1,0,1,0,0,89.0,170.0,4.0
25,8,3,1,179.0,22.0,17.0,40.0,249.797,93.0,0,2,2,0,1,0,63.0,170.0,8.0
23,8,5,1,330.0,16.0,4.0,28.0,249.797,93.0,0,2,0,0,0,0,84.0,182.0,16.0
23,8,3,1,235.0,11.0,14.0,37.0,249.797,93.0,0,3,1,0,0,1,88.0,172.0,4.0
28,8,3,1,246.0,25.0,16.0,41.0,249.797,93.0,0,1,0,1,0,0,67.0,170.0,1.0
28,8,3,1,118.0,10.0,10.0,37.0,249.797,93.0,0,1,0,0,0,0,83.0,172.0,5.0
28,8,5,1,291.0,31.0,12.0,40.0,249.797,93.0,0,1,1,1,0,1,73.0,171.0,2.0
28,8,2,1,260.0,50.0,11.0,36.0,249.797,93.0,0,1,4,1,0,0,65.0,168.0,3.0
28,9,3,1,246.0,25.0,16.0,41.0,261.756,87.0,0,1,0,1,0,0,67.0,170.0,1.0
28,9,3,1,118.0,10.0,10.0,37.0,261.756,87.0,0,1,0,0,0,0,83.0,172.0,3.0
23,9,3,1,155.0,12.0,14.0,34.0,261.756,87.0,0,1,2,1,0,0,95.0,196.0,2.0
28,9,5,1,291.0,31.0,12.0,40.0,261.756,87.0,0,1,1,1,0,1,73.0,171.0,2.0
23,9,6,1,179.0,26.0,9.0,30.0,261.756,87.0,0,3,0,0,0,0,56.0,171.0,8.0
23,9,6,1,248.0,25.0,14.0,47.0,261.756,87.0,0,1,2,0,0,1,86.0,165.0,1.0
23,9,2,1,179.0,51.0,18.0,38.0,261.756,87.0,0,1,0,1,0,0,89.0,170.0,4.0
23,9,4,1,225.0,26.0,9.0,28.0,261.756,87.0,0,1,1,0,0,2,69.0,169.0,1.0
23,9,2,1,179.0,26.0,9.0,30.0,261.756,87.0,0,3,0,0,0,0,56.0,171.0,2.0
23,9,3,4,369.0,17.0,12.0,31.0,261.756,87.0,0,1,3,1,0,0,70.0,169.0,8.0
22,9,3,4,361.0,52.0,3.0,28.0,261.756,87.0,0,1,1,1,0,4,80.0,172.0,8.0
4,10,5,4,289.0,48.0,29.0,49.0,284.853,91.0,0,1,0,0,0,2,108.0,172.0,1.0
11,10,5,4,235.0,16.0,8.0,32.0,284.853,91.0,0,3,0,0,0,0,75.0,178.0,3.0
26,10,6,4,246.0,25.0,16.0,41.0,284.853,91.0,0,1,0,1,0,0,67.0,170.0,8.0
14,10,4,4,289.0,48.0,29.0,49.0,284.853,91.0,0,1,0,0,0,2,108.0,172.0,3.0
28,10,4,4,291.0,31.0,12.0,40.0,284.853,91.0,0,1,1,1,0,1,73.0,171.0,2.0
23,10,3,4,118.0,10.0,10.0,37.0,284.853,91.0,0,1,0,0,0,0,83.0,172.0,2.0
23,10,5,4,289.0,48.0,29.0,49.0,284.853,91.0,0,1,0,0,0,2,108.0,172.0,2.0
